trader,tokens_closed,gross_proceeds_usd,cost_of_sales_usd,realized_pnl
6pEeCMEvHPRM8ktUKvg9xKsxgvEkQqAtBXQ9oRUbJ8Dm,1,269.42,108.57,160.85
2aPnFbwMj2oGCDzS9MjCWvJiQdSNaF9o3zs3CVR6ZJ49,2,2538.5,2665.18,-126.69
8GeqbEVNRbgyi32nkQcpCs9SEH18s6ghLnCxHc5uVpzJ,1,381.27,200.0,181.27
F4j7fHgAifGkwkumUP8t7X3Tp8wdzEqsy7h879BXyEgj,1,286.8,260.7,26.09
GmR85W8U41D5vRyqD9nJzAF4qCCHRCP3U8ryisGDZqwh,2,660.82,750.0,-89.18
7gYqFcLxBcgGCkKmuWjtrns9BC3yTW6acWRryzrixH87,1,3.01,3.09,-0.08
DW5wZGUmnHuyyqbprrc7wwp5nNAGEbnQb7BAdtQbKJmM,1,286.59,404.09,-117.5
FteuueTDPSFEy5X33rQhrQky4cnbvoTY7u3hQqshtM81,1,4.52,3.95,0.57
EFVFFdYCX2NB2Ygz9b2CFDC5X4RJKLd9Nme5CEaoDFis,2,20503.07,16557.99,3945.08
A4Q7WzCAmXZkRgwGmxuXXnwNPn5uytuQ6ALwNRNJ63KV,1,48.96,103.83,-54.87
9QryA7r5ACiJUCTM91u6kvL3fQ6Xd92AzPungu5WTbLc,1,39.65,58.61,-18.96
9FYqXet1Y68ndo5vvnFEwNU5JZD58LUKJcupxQNuYf58,1,621.16,448.16,173.0
75ubE1kAjFkdugD86kwodeyGioxho6rLPBe5svCchzqv,1,356.06,331.38,24.68
22GNx9YcnpimrvrZi7AMdxVKUPvgJVHVLo6QJQq5ehHB,1,145.5,136.86,8.64
2FfGYEkvSLBajTXKK9ASjRSzcf8pS2SaJQbyiF7HsvfK,1,1090.26,521.89,568.37
F2jP6JqH5Y3FaKto87J6y6pBuHUBhFybMwudvkYeuTTH,1,23.32,44.77,-21.45
5PAdvtoqVjpy9Muce16RBbdnnse7xUyHgSciaa1HCEC8,1,304.42,348.74,-44.31
8UGyy8MTHLEKhXxa7XAaJoq7hjhMjEPZEMVQCVd75zYQ,1,6.9,6.48,0.42
7pvLoW8Dk3XZf9JqkHB112HyYPHdxuUnjgeHr94Jxb5P,1,1053.68,1000.0,53.68
2Dq6S82eX7tnEMNsgEJNDSXajsWV5F671cSdoniHyPom,1,565.32,1000.0,-434.68
68VxHiu4sNaXAFFBJGtdzkHKLvBM4RE9nRPSaNYLojqm,1,24.22,23.46,0.76
G7vtrJ8m32LmBjrCFTbcQ3XRqgHWVBeeayVPkbj3AtHr,1,285.11,240.0,45.11
Ea7BN9eveBnP1tVHhmdxw78Po9qbjLVXvhbJTDy6DSmi,1,461.07,500.0,-38.93
6bUTfM8wYjEtX3LUWRMP8N2v7taSBr67ujqnfr1G3DTN,2,492.27,445.15,47.12
46ZfnV1zKL5t66infLsr6FNJqhzH2JpBiz97zd2Dkbbu,5,3124.98,3058.49,66.5
CC742zTDxm4LgVaaQ1trgic6HWikfW9u76AemMZyaBdQ,1,97.31,85.21,12.1
7osgqnef8bHzSnDgFCTpgo81aWFU1bZjaDKrdxE4bJEv,1,29.94,30.69,-0.75
HuP7zfJYS79UtuHvUhfVPzS4nm6jcA8A5wBUfcD16x76,1,858.93,1342.26,-483.33
BB6QedKz35TtJiJQF5W8AZz5idLknFU4qYjupm3G3kta,3,1571.79,1743.85,-172.06
3BgYxsWbTfxEEcaCTwkr8oM8tMdxG47t5waaFeZ3DWde,1,131.72,132.75,-1.03
A581N7EfbJzRRsUjUejSMCnksPRirfSoCsTz7VofEiak,2,1690.52,1650.25,40.28
8fodR88Z3N81F2Nh7QCRcLgZxgpsKQdwStSxYt5NBDsj,1,1180.6,603.64,576.96
7zpgt3hUHN87JQmfWvPQ7XXicv6318KLhfedzfDR2mtQ,1,119.93,92.6,27.33
Au2EaML6m8PQ8KWkE6d5YJPRynTHHB9SPCkHVj3f85so,1,145.49,134.58,10.9
CMbJN6oELnYfDYvSXDgEpwChd7JRLYXxTong1uWqvGig,3,1067.15,457.62,609.53
2YFR58tAhCKimXK7rTbVEugkQV4xcbFEUZy66SLGjFv7,2,929.88,1011.7,-81.82
9MNRCXVb5aN7XkUAtXzvRqpRW1VmefqPkBRvaNjfhXYz,1,15.16,13.88,1.28
6gTNKf4UvMERSKoZzSpCVJemZY96aDoNP7xfTnCpsZqn,1,193.25,500.0,-306.75
Gc368BkWc6yPWUcoYwC2epijzS2H4nXvWK3TT26TEape,1,706.5,159.83,546.67
VeJxGcaQB8bpzRaE2WxKpjiRie9VLTsosURrzRtuxfQ,1,80.34,253.62,-173.28
FfwwExS2Hykzte4Z9m6a2UBXiNLShUHrcmGPNjvTE5hh,1,10.8,11.22,-0.43
J65F5fRgao5UMK32mU2taHCBPC9FyL4MuE5xngD7KjES,1,122.41,148.52,-26.11
G9wyhCSxy5B5nkQjXywGqNHszajhERQSx4a7dctXjQER,1,784.28,599.14,185.14
6VGRs5vShkcw6Rg2B4g1NwHXGdTir14otfGztywrCiFW,1,28.1,33.22,-5.12
AqAgqTqcjerm215vYbcQnV88jCuitzHZwFtEUese4maL,1,51.3,44.32,6.98
THjezNxeHE77i1R6ctgZacEGgFgMZGAgQzFrBDuvFck,1,111.63,78.02,33.61
RDDSiaFVoFeSuqJsGX3zj7pWmXN97fKxp4AiRJRNhgR,1,163.37,152.92,10.44
CetQixAM2nTxLCHV9JpypMzJqqvcHiY6UKgvP38stpRL,1,49.1,34.23,14.87
DThZGPDK51mP2VQ2esb1HVnpfBEEaERgwCunACajXyNm,1,685.4,685.69,-0.29
5m7eQSpTkzEXgxj29ngeVnzfx87LT5h2QGtNtiGkMNeH,1,114.95,147.52,-32.57
FqcNKLEqWGFfYksk9ngvUAdjd4JiBBrebWmEVZ9KRLiE,1,89.49,75.83,13.66
HfrKfxiivY5xeHrUgGp8np63pbKT2G7t4mKsj788dJuH,1,645.55,700.0,-54.45
AdQss4MDG7n5Zju7Ujdjj3XcHrZFfwBYonFqeFTj2fsZ,1,82.3,71.03,11.27
3BXsDdQwjL9N4rTPBQnuFvgqNuRqJ9kCqMjNQCPsFPc9,1,739.87,503.36,236.51
6DdS2W8H1oQpPuCHuqJfCv1qtGtrWSfqdfGMNk4zqxWc,2,3848.43,1626.22,2222.22
BFoUkwHRGTcm6CGpsyMpNJSC9nZVqhG6K8eob42f7XRU,2,1390.01,1002.54,387.47
EmPSZcvtgSQnGHFDYdUPDPjLppXf6LBHVxWQ38rpREgp,4,3531.4,3137.67,393.73
51YnBdiUTucxyDTQFWEwmaCjEujWaGsXncrSuo82ACr,1,222.99,187.39,35.6
HFLk2jZzu9kXBBd9meN6qVy7k5wg9UnoZkJ1YRNTo3aG,1,288.9,338.67,-49.77
4fwCVEb11iwcuXVjJ6XQibqLr6zARHjpsDix794733sY,1,69.85,237.26,-167.41
62eHEqUT3AGxk5QQmGxsNNnM3V4t7dhRRy8YyFpDtuEx,1,277.14,495.57,-218.43
HcoYq33ccEjLNrkeNnSHsVKdaekM6jGr8CyWDXu9yfxz,2,4590.34,4700.0,-109.66
8bBP8BHbZ3GpgRYwFynEkjuFUxfqzej4LkCJAdUP8nDs,2,1482.74,1944.45,-461.71
6Ruzbf2kNG7CPKkkvk1xe7aAtbGKyRrzXnStjDogHEuo,1,265.9,478.34,-212.44
5TAkTMx9ifdW65zTDhYEhL57GDTFk3gmbVBgexNoDzYH,1,100.68,172.87,-72.19
CWthyu4XdhonVvpj1hWwmuhxj1rG8pAFTPeNcYMbrXbp,1,170.86,168.84,2.02
HSE3mf5Ykx3zuGF2n2ghwpQrTp2JYiZT9PfVghC1kt7Y,1,5.05,4.2,0.85
H1UaDKzR6Lm3XmNT7VR5msNx6rjwqpJo8SR6MKEmb7bw,1,1.66,2.59,-0.93
3y9Xkcdh1CPCzSt7Nezjvy2Mai1QCuR6qRJVewRhoY1N,4,969.61,1063.74,-94.12
4y3XhsJj8eafyLTQiTiJFMuGLrvSWGFUw37NdqjnX5Hc,2,1498.68,1725.6,-226.92
3vgRteT2x7RUQSqVbv8ftKVPu7hZNCQ2k2RiNKJHVBcU,1,53.37,23.95,29.41
5pNzKrqcNYc92vWqL38pC9Vn1JLciyPe6PVevqAQo97,1,83.38,67.94,15.44
Fr4r671o7tLmpuGQjLEySJT6DFFqkVqcjXb1685K5iPb,1,6.13,5.08,1.06
FaQkcmM7gYPJgbnd4nVa6sMnUtwCLNVEdu7sLHSPCfgN,1,499.07,124.85,374.22
3Z7WxEgxuGqkeSBfnVG1AgNRd4Evd9BUr1RtF842YG9d,1,222.61,150.0,72.61
FtsQRnrNXD9aUaSPyueuRRMps2RNcCUYAvithEGpsGqF,1,164.73,300.0,-135.27
F1KKNyUCsQcZLRjwQ4abX6Ri8gDAQ46nHwSHFKA5sFQv,1,4387.27,4496.5,-109.23
GFgqpMW8ZWCnoaAXBPek43qiyKsw6XsLP6FkSKLq2LsB,1,207.42,204.17,3.25
DiKu2K1az6bKBKSGxXbJ2TwSabm2NqST7YphFhJsqkLe,1,209.31,436.11,-226.8
AJNPMtyViKc71rdu3fKXQJCUEKFnE936YhkqNtwAHrb7,2,2063.93,965.46,1098.47
EJPhg5amAksjuJseihZfaaP19C86EgKujyZCRDF9SPQp,1,691.58,499.79,191.79
DJtNMt7iA4sUSDjw4uoM5wabamGFBCxJgXCgDmD41BFw,1,995.47,424.06,571.4
6a16ERiBtzSZ9AxTmoPU9urHgYrWGx42Hid4srNJu8wC,1,18.37,13.91,4.46
BngP4YpUm9FjGxzep2tUFtY7VGtoELfkyoP8hD7zhxrj,1,321.81,269.28,52.53
BkVESphjZ3V26DEbsuBwJSptCJgGbeDZwZjTbe2yH5rG,1,64.36,43.13,21.23
5KFeFHJbGg7heMEE2UmNjFGuXyGxjftVnJNF8pjq4sfF,1,55.82,40.25,15.57
9e79iYdxMcR8zCAWPRpqes99oTnEFHv5eKsCU89JmQ4K,1,24.87,48.99,-24.12
DCHn3fGtzh6zRfWYvv7byKDvLoj6FJvoNfMXwD6ZYrXc,3,1677.52,1825.64,-148.12
HcVyYTRKFJQDtV7Hc7aqUaMUh4dgNuL515AmScJ11HKC,3,2706.76,2069.07,637.69
EMCzqjkqhXjF1kzbtVNiZiGMdVTSeGkdtN6xVZLB6YEd,2,1658.32,2437.89,-779.57
9qZDRToZL8kL9rs2WQ8uv5XtUPfXeuwCa25VoqMrYMg4,1,219.06,207.46,11.59
GM6qkDaUqVivPFiPRXEjvpuaPL8CQBfKP9sGiRsjjwWh,1,270.41,228.73,41.68
BZb7kxYqjwD4A7ocTykw9DSGbawZn4nd5F4jKXPvzAx9,1,172.28,182.1,-9.82
FQrrjc9hG22ZVq8npkCJam7KsqyMdmma4zq76beJAr6f,1,177.67,111.1,66.56
H7EW9nmz4MHJ6LyUTc9sc45pgrxa9Zg2nJM86iKXQeLB,1,70.82,37.99,32.84
2p2uv249hb55L4TTxWMxaK1YhGcpeNyewyRtfUcUXbJo,2,313.07,351.33,-38.25
5KBR8ZcL7tSaVD87zQ9dt9vLS5Uom4dNZP3c9BxUVYac,1,463.9,2006.96,-1543.06
AXMZqkGJ14FdiaEENNUe193PzKGFjPwmVTY2WqogTqVi,3,3319.31,3926.93,-607.62
JB64aGMh8N9mXyEMR5x6gM1jz4KbR7qVL6ZpRNBjf2sK,1,399.68,200.0,199.68
Go5uyPdv9vExFPEa3iPjikgDcGoYin5ZLGhgpNpvvEKR,1,901.24,500.0,401.24
22G8rHgkKkTsjWm8i4v2r27KE6UYcxhBAYaNhLZT4rLX,1,295.56,250.0,45.56
9Uv3vCiKPZXYChPyUPUVddcFmkidbs5VHRdmcSWNTk8S,1,257.69,250.0,7.69
A2dS1EtbkrcZfa1xAcvVZbjjUSC2Q2NhuC86xkiyPnam,1,85.8,117.26,-31.46
7PxxGTdXqsbfQQAaU1raNVmXjoLbv5QJCfLCr5Ag8RrX,1,70.63,350.0,-279.37
EyfKXMYM9W1VZyPdt2a5T5yY4sNk8s8B1Pz5wcQpdyeP,1,4153.64,8893.69,-4740.05
6D5q6Gu5P5UJXnLY5rFgjogtz4kDt1MXBr2g2yMzJi9y,2,1289.74,275.44,1014.29
BUBGef9xHcMPXmB7kL2B1conbYW75Ff571xa9R2FLpxM,1,342.02,375.0,-32.98
88jDmLKo1ZcsMzRbURXXFLuaq4HFhc9e29rVPA5XMmD4,2,567.98,428.96,139.02
BNtsaHqgKqWVspdNa8G5zuF5vQDsYaAkDq1h1Cbr3FR3,1,83.04,71.27,11.77
2J8xA6pjtYGpZCC7XdQS79UZvG7CQDBBH7aSVjTJFurU,1,154.04,243.81,-89.78
4zUW8eL2PnhTZVRK5dWiKCjS5Vv5azBtNsZuAN3vXyDu,1,148.38,193.67,-45.29
6FwuU74xwMia22pH8xneXU6z5nND16tJ1ZZUFqA3GsGV,1,336.52,109.59,226.94
Bptm5HefyYEZx6UD3Px6moD22ZvfmEyzbZ44Ea6AYCEb,2,1014.5,970.29,44.21
J2nZGXVxamosHNYsJuY3oVDPatLwHJUkepv3UimSmsBt,1,356.74,1000.0,-643.26
9q2C9bkiNFkx7rvynPw2Yk53ufCKgSHbYkAPmqM1p9TK,1,2872.4,3329.83,-457.43
CwbSSEuuHnYe68zJZf8CoSN7x1F4m95tCiLXhaMEHBnc,2,112.96,69.46,43.5
7zTAt5SkvfzQiwvBFpCw9SyLXk9mXHcnFkyNJmRjTgEX,1,1463.51,475.87,987.64
2ZL5oTnB3QkG9F8A27Kb3mc3P2ANqry2XuaokWp84zgZ,1,675.93,477.7,198.22
7QpbFNLyEeu8L5Ec96Kb3bfdRPzeztXVeKoVVnqJwNVH,1,96.45,200.0,-103.55
ENh6bK7caDGXk9tkWbSQDrEevGiXHnL8cxTdXwnb4MN9,1,13.72,13.39,0.33
FJRdgksHpJ6Sor33ek2rb3gvYM127w2ZjaJvPfDkRL8H,1,1240.79,216.0,1024.79
GJLTXHGSbF9ySGDdx3VVtj95EeCVdEAfTb3qrqKpqwWH,1,141.24,235.97,-94.73
EXFUoQFgKEGRC7D6ZzKStBVeLmDK8N5M7qwGGHk3U2BV,1,645.69,668.0,-22.31
E13iiYwDJEwDo4zJ5qw2PfYie6DNM4VivmR7Qowt1APi,1,249.31,249.17,0.14
AedbZYvu1xaW8szQT4F5tGGXoN8MV91LiGQQdN12vMVp,4,5947.16,5133.88,813.28
CNRi9E8aTD3GhPHavC5qxQzBxfTUMbyVNeqMTeK8jmSn,1,76.75,424.78,-348.03
F4Sh4WKyexHyRujhg6x9STurPUXRe3TayhMvC22nun8y,1,207.91,234.98,-27.07
4LuGwek6Jv4xpGvsQwZXonmLuRhrpHtmKVs95bN9EkTm,1,14.87,14.97,-0.1
6a1rSMp7ztXYW99xaUQNeyfEy9G75gppw44Dwier58Yh,1,42.92,61.53,-18.61
FsRXsc9HLZngC4Sb39ytcnGRrbJbKGXFodJ6FExZuKxt,1,304.07,280.44,23.64
48QWfeWd3DyiuAFYNKWcp3DpEF9shh6LXm994BEX4eaq,1,226.35,86.17,140.18
6wJ7W3oHj7ex6MVFp2o26NSof3aey7U8Brs8E371WCXA,1,310.61,354.52,-43.91
BGqVs2L3Ri3H7K9Yck4yEoCW7LuoMmFME76tgQs3xFjk,5,4117.71,4316.56,-198.85
GiLWzq1SbNuH66nAQnGdtufMg99gVaAzQiuTFpghq76n,1,284.35,500.0,-215.65
9VnBDA26Yxp5Y9nPNy5CbB48hhCpNiVLdCw37i5vUUWF,1,31.97,66.02,-34.05
3XqF1sEy7kiEF62NQdAWduvmQrfWi2e69sVE6NWcQ4TX,1,289.61,352.89,-63.29
FDpKM3fdKVzniB1FtNgctVp52U1qh36BCtCfbiYWqQWn,1,1700.69,1683.61,17.09
BsS7Xrd5L2rGXy6cDVNccgWQPWrZTPmeudyYhij4ENNA,2,1792.39,1410.94,381.45
Tx7cPJkDsuvysYpGAEPuC5dxZ9BXmME9XuKTLCPYvRz,1,16.67,57.71,-41.04
5d9qMq3Hc3ygeMfXqPoxgLXKjykt5TfxHNmrggYSVSqQ,1,238.61,233.23,5.38
9umP5RKCPG7PZqeUP73yrEtquBgPL96JhjBbumoUdL99,1,343.47,262.82,80.65
GB6hTnJz7G41JwDX6qQAKmK7e5EE7YmJABU2V7FsV8pP,1,281.55,427.98,-146.43
3RH7gitk5o8oiC6GjssDy9vwq4wMSpKFis7uTur6Qypd,2,638.87,1000.0,-361.13
2JeVNw32CK7cXvNyiCLmQvoymQbtqkrdBXPczRp2uLrN,3,655.74,784.82,-129.07
AjotvEmqbVWu9UPt3DKCiTgVxRxZYcVu99XshPdws9go,1,1517.51,1468.16,49.36
3z2mU7einKvZYKoADYVmn6LLyaL91QkGuyMnLFdpsWbj,1,2874.27,2994.28,-120.01
4FhAi9KrhgChF6dYca76kGHbCJwFcH9NonKvTntXswKk,1,213.28,309.71,-96.43
8pacDWaaTVTerZq1fDKbmp9UCWcDEpC29Ay9bgyERsRB,3,515.23,331.68,183.55
9nAthvohkD2vNH7YDykhCMzXdzsKndcozYP76JeDLSmq,1,211.71,218.82,-7.11
GzmuvtCbWJu2EgxT2Y5M5mq4K4Y9b339mxCLyrD71fNP,3,1721.63,1187.6,534.03
GdHxDLuo7R6vCyoTaW75bkD1t69Wwi1XfDoixi9tRpBY,1,39.86,30.56,9.3
EU4uiyRRp76LhvznnoWT9i7tCH83QnRn8XP9iMY83b3G,1,187.35,95.65,91.69
GYp3udsN78pxGKRKBQmmGXaHRa4NLKggASDc3Qtn7sWW,1,5.48,4.85,0.63
EZwCuaN9iqoRGbX6Gd9LWr92QCaFKC2wZYB2kj7qeyn4,1,117.5,41.01,76.49
7vQrRtXY6BYChR7T75eeg9M4ZmzJtkrhEkLHMHNqadkk,1,1602.02,1000.0,602.02
4dBLNDzA2tk8CWer3UVUraUgyFNFjQhVAmPQuaEg9DM8,1,493.89,451.98,41.91
BUEBWesosSnjcw96vb2uwwfTBgdAHbTkeQ1QSt7Qa8tj,1,367.3,328.14,39.16
Dj4Be9XaV5z9TsM8CaRUJgGK5sGR8Hp8Avf8rjBm1xaA,2,464.74,500.0,-35.26
78Bv2TBYaY2TfJ5uUymgmBdsNYfeonmcBEsuahjP3xHE,1,706.37,907.34,-200.97
4tqJdew5PZQmbXfKSZcXZxqed8SGXQZjDxpuGFWdYJ6D,1,248.44,344.65,-96.21
GAnh5kmx1xcDgsNAcTCqtnaQV44aCn4AbwuyJvWdF6ku,1,223.38,200.0,23.38
8NvDwN8RuBTDZ9bGPshRfGHjbuc2PEieZud3A4Zytb54,1,573.5,474.19,99.31
3rFcC9USYQ4PR1q39oWTmCxT6HbRCdyfebMQxFETPJR8,1,116.06,347.09,-231.03
AMAD6f5v1Zqrnkh2FrNbTmVDwRquaojYjW47hMx14LbU,1,608.75,608.45,0.3
9xbKz3oPfv4MaVi5yCvFergac9sVTVt1wZJaWjfqCGNL,1,272.63,117.82,154.81
3ViHvQ3jy5bvgt2nM4z6ogscu6cTCXphsJVSJdNv3w8R,1,208.39,222.37,-13.99
8tzNnZVfNv8wWwDvbzQw2tts4Si2EixyYvBZ5znnNhsv,1,189.82,431.55,-241.72
29LAhcjJQJ5yS8x7ejnzbqz8zahNZfvtqSZQauLfggA6,3,1004.74,1498.53,-493.79
54dqnLZUvZTehxC1N1wej5o4qBQcp6VfJsVvHS9sLxtd,1,1025.28,1000.0,25.28
2t2DuPbbdu9jcPieFDXfAR7r6u3ZxTWSY9EKAZfVDw3G,1,199.39,189.95,9.44
EJMABheTPkmN8nJezKFs2sTKJxPeienZSfXNpVSvVoB5,1,40.31,32.1,8.21
CsoVJdunnoveYqinkJEeFQQf8LwbAvkXytw1kxf5fUdE,1,1344.28,2104.61,-760.33
EhJ4ChQoAmK9GK3Xa491oauEfhrUvjXVVQ67xJ9x31w3,1,2086.26,212.23,1874.03
63Lzb5V6DohhERuArffgKsKNU7xEzJcNd4vqomRWG5QY,1,44.99,18.69,26.3
APCPgY7D91XDetm2qe5E7EDAQPiABZLq2BFZgghAn1ti,1,819.06,2435.88,-1616.83
J7i1vvqv9brv73zjhGwSjSUg4wHYf8toiswvrhLXKNGi,1,316.33,287.15,29.18
5YgDGNoXRqkVbQ2PbCF6fL7t1Uaiqzz68FEqk14d2MpM,1,912.11,1000.0,-87.89
DeBZBmiDgsz3ZbA5CUfx7v1zNAT9GwznTj8uc4XXEttH,1,26.57,16.08,10.49
FBqeGbqT5zyVgFZ2QxZ5um1rpcvr311DEMftvZZWnC3M,1,246.31,249.07,-2.76
GCXr3CsMZf1SG976wqSa6453cQKRn2bfSb1NuEL35vc6,1,189.11,191.55,-2.44
9HVbWe421NLe7GTimaC1Egim4D5VYVpH8rxMnk4g73V7,1,490.36,358.67,131.69
D1ELQ4ENHnX3zJqqdacs4M5H7xn4CaUCt9V3m9vcmGb9,3,797.88,782.16,15.72
2N1bJkP3dgGcMBqeNaaZsGeHDUV5EwghSWekPmuahfcM,1,526.54,268.98,257.56
6UngD3PJiFUZu9tFdxPsSND5WiC2HgfKPZSveSfUqyXr,1,528.3,700.0,-171.7
2cMhhuNAXe2FwxynxczNo1axCVatryLxNdWt628WNUxW,3,1155.51,1069.55,85.96
FVxjwANB5HZNSKCKDrur38j2b8QYpHtfPMGmGQPu4ZjD,1,6.95,10.8,-3.85
6FhhHKa3MGrXYPnjooRkd5v6t8UXNJfV2yknPYgnA9V2,1,83.72,168.89,-85.17
5jLDYmuFrikKiuTt3gES5ULPSMo5ZfhF4MpoysSFaLi3,1,3961.97,3792.73,169.24
GJVG7J9Cwqu1CoCh8fr27uQncdwbxy3WzW8vBxqwghFg,1,23.21,49.3,-26.08
9CU64U4CEg82XeAFXtv7VCYZkbK7gKeozG2RKvXTNHTe,1,86.72,120.15,-33.44
BkG6GtiJS19MoBcA7aiGuRbQurXLof67mXA3pLMRg8sK,3,924.34,1189.0,-264.66
GbLYhNUiYwd65Rfkcr8TvbR4zj9aXcdc2xcbE6Bcwiyn,1,147.79,250.0,-102.21
BNkHa5ijRnrsT2uCukcAfC7h7m8y7nys9taGgbRNQYvQ,1,20.85,47.19,-26.34
5SRTPiAfJryQidmUaAAcULnv1uBTQ3iXAXPY2bCboDJJ,1,16.43,48.05,-31.62
5SesgFcvbFPotWRKRifUhsWSNd8gKHd5idbwdDjwzm7v,1,188.43,496.95,-308.52
31r1TE3V463ys7gFrvyqfxtUXfGBUbPeN8E7tNYkgCLZ,1,40.87,69.44,-28.58
GLJ6N173Lmp9FUccfFAXw2HVD95gunGqAKn2sPKZ1M2t,1,282.78,239.9,42.87
42HkYjvkLKnWWT9udgqji4LhLyJMZ2yVs2a65QZMx1Lp,1,31.85,74.82,-42.97
8m7zmhg4rs1RqVcGSEPDXEQp4LgERwU9yhRzMhmvTNCz,1,443.26,370.27,72.99
mU2EZrpLSrn1KbKmLwSkJ7MLobpgSUtTKCNkdQVj5i4,1,317.69,370.89,-53.2
4LgLPRpwgpnyv7xFVWeekA7jMQqeMAaSv6Jtas5ufNiF,1,38.64,23.77,14.87
4AmYks48G5R44wS4DGkxausE7CT7bUtYgRgiA8wY2rPD,1,22.12,18.59,3.52
aC25stxaLDBPjs2UnEQnRtUs8H82QJwygpVfUk2C9Lo,1,453.87,500.0,-46.13
Htw4CNF2onmwSvUUt8ZYDD2pHSTtEnXX9J9BkuiGpPmP,1,457.8,273.47,184.33
EuVRQBX4gVcW3rpQkLxBgmXBn4feFZFcR9wvKFQS8TW4,1,112.17,150.0,-37.83
EoBHLF1nta1JtPTfSv9ws6k6bznG8zo2aogeWTxeoswx,1,185.12,133.1,52.02
HBxuazLHdVCNduwjLMayRm7om82GXyxipetQkzDUjqwc,1,224.49,620.11,-395.62
EWUppEBzWgqJS4JZxybM1rrwuxzHiJgGtL26bmjT61BY,2,385.96,731.95,-345.99
98tYxkmTLzm8KUszGRjkS4o9d4bxQSeMk87NpD4heSiY,1,3.44,2.47,0.96
HcwP9ngbspxQvqMwcDC4qABzYNuyhMDnxyc8poxgskET,2,1957.96,1706.03,251.94
8i72rsKLZEnzQSjuw89ARSCr1x4b6EdndGP3we2PEMNn,1,172.78,193.09,-20.31
F2hA2zDVnHyDUiMQ6b3K9Gx9A2JAxJn66ASH9xZ9LqbG,1,603.31,267.07,336.24
CEFug8c7cP4HpPYVtSonb335BfVUKcJfvcpvsHcD6CTW,1,70.83,93.69,-22.86
BBfANo1u2p4gR1Wo71598tPJWbKqUZdfMsr8UnsuJMs7,1,245.85,124.74,121.12
4c5qtaTgoEWuG7RNwVtuhbP4kAb86rr48PmEvP99EP7j,1,494.12,329.86,164.26
BvoT6e8STZ5Zab24r8vy9xDAG6yrAkesxWTPWj2EXyAT,1,313.59,367.74,-54.15
3umrQLFYhKz1Pmk5fecmSssZWxsPJNX8oeuwfsiS2Zh9,1,228.28,198.31,29.97
5ShrX34ojgPLXLUy3YY2NwrYGJAMo8JtC7UozzG3xLSb,1,103.21,89.64,13.57
HqkwGq78MfXTuHRjU8zNRiqRRQmPxa6YRNZnn2B3t85G,1,405.0,313.7,91.3
2jpeKt5kwQp7ixQE3PmeLM2SkUJroanyuvgoKj3sGgcn,4,4259.99,4771.48,-511.48
HHyHMjJAWHQ2zUKnuCUSyMayuS8YY8yCE71LhQdcX2xX,3,1076.63,901.86,174.76
HoRnKDYmSygvjxSHfkmqwajiSagFt7krTLooZ1zdHjBt,1,466.06,584.23,-118.18
66m2sMxuyL1dEyHcoZduqRyJocJKxk4VWN6RGRoWTGZm,1,786.71,909.43,-122.73
DeS3KGHBJXyxx3iEBUR9WugwyEFdWdyRLSuEsncHuXKW,1,326.53,500.0,-173.47
HfS2qnYH5svd1vjPspwF4pEspguT5wKc4sUhQZ57KKh9,1,1074.69,1409.19,-334.5
5VP8tR1x1mLjHhNiRpGhKAnSDtMjg774xbMMBdyDJgQK,1,436.97,282.53,154.44
3H6LVwZsQieGhtUWDcEmBbXpGKLmypHAswgPrXvYFnYe,1,186.27,195.1,-8.83
PCxzMxjDMnRkev7t1oBRFZbQ9cMff6UqCiZRnWp2T9r,1,43.37,34.63,8.74
4tJNt2GFhqmHQsQFD82d8BidwNRAVXb4HsbgRc2efJUS,1,571.85,134.14,437.71
9EJjta2GmegQ8zjWaCUzdPM3ja47C9AsFri6dkR79bs,2,1755.77,1750.15,5.62
2qL5PL87dMxDoejgcoFday7b4odU9hApjA4hma571ewv,1,206.83,290.82,-83.98
8pBw4PN2dLxrEkSnhEkZH3jnTvCDYk62cuDtkah1yqC4,1,374.12,494.46,-120.34
3vuVwVKWFJ8eNuE2qzJdcuLrc2e13Q8X1crXapBUBuKF,1,822.2,578.65,243.55
1FQi6KfXxmBJTUVoRKDWbS2D3e21XtB8EgM4PLqjx2i,1,425.78,500.0,-74.22
3Qt4K8uuHCgu9Jsjp4ZfDBndeugdhRR1fCM58VKQiiiV,1,202.1,256.42,-54.32
2kbxWhozoTxPmqj79voZfsr1q5egV6w9ptfhCoAm85wW,1,510.05,500.0,10.05
74HHWZag3JLf5KJMwRiDm1S97Rn8spmsaB6hmXthVU7M,1,2462.92,3900.33,-1437.42
2ciwssD2wUjufs3AjxnudemEW5Hw6moMNQiUvDRHfNoZ,2,362.94,401.22,-38.28
FvqQjdngJj7SBsDKWNmYXz54o4ip36ShNhr4N7fMcsXG,1,154.59,216.82,-62.23
27ybNPwCQ3ppaHWY4wJpEPjjEBhq8CxZPWhdG2ANLvcy,1,144.41,156.32,-11.91
inMJroZe99FHEvSomzSmv2fhQkHx6RgwyHaHQakR4Qw,1,319.57,722.7,-403.13
E5qqm7AnyRLm7CYq3EoLde5QUhXKtee8GzZQ9FheoGcL,2,1269.19,1308.89,-39.7
A7YtWHMkBnUZFePSfJ5DbZEHKGb6V31BzerTwkyECipi,1,0.07,0.08,-0.01
